run,mutation,crossover,selection,elitism,generation,fitness
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,42,33900
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,43,33900
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,44,34700
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,45,38300
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,46,38300
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,47,38300
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,48,38000
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,49,37200
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,50,35600
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,51,34600
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,52,36700
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,53,37100
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,54,37700
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,55,38600
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,56,40800
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,57,39100
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,58,39100
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,59,38400
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,60,38400
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,61,38400
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,62,40400
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,63,40400
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,64,41400
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,65,41400
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,66,41400
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,67,39500
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,68,38900
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,69,41900
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,70,39300
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,71,45000
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,72,45000
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,73,42200
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,74,40100
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,75,40600
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,76,46500
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,77,46500
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,78,45100
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,79,51600
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,80,47400
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,81,45300
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,82,43800
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,83,43800
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,84,46800
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,85,42700
