mutation,crossover,selection,elitism,generation,median_fitness
heuristic_mutation,cycle_crossover,ranking_selection,0,56,66300.0
heuristic_mutation,cycle_crossover,ranking_selection,0,57,66950.0
heuristic_mutation,cycle_crossover,ranking_selection,0,58,67400.0
heuristic_mutation,cycle_crossover,ranking_selection,0,59,67550.0
heuristic_mutation,cycle_crossover,ranking_selection,0,60,67850.0
heuristic_mutation,cycle_crossover,ranking_selection,0,61,68850.0
heuristic_mutation,cycle_crossover,ranking_selection,0,62,68500.0
heuristic_mutation,cycle_crossover,ranking_selection,0,63,69050.0
heuristic_mutation,cycle_crossover,ranking_selection,0,64,69550.0
heuristic_mutation,cycle_crossover,ranking_selection,0,65,69600.0
heuristic_mutation,cycle_crossover,ranking_selection,0,66,70050.0
heuristic_mutation,cycle_crossover,ranking_selection,0,67,70150.0
heuristic_mutation,cycle_crossover,ranking_selection,0,68,70150.0
heuristic_mutation,cycle_crossover,ranking_selection,0,69,70650.0
heuristic_mutation,cycle_crossover,ranking_selection,0,70,70900.0
heuristic_mutation,cycle_crossover,ranking_selection,0,71,71300.0
heuristic_mutation,cycle_crossover,ranking_selection,0,72,71900.0
heuristic_mutation,cycle_crossover,ranking_selection,0,73,71900.0
heuristic_mutation,cycle_crossover,ranking_selection,0,74,72200.0
heuristic_mutation,cycle_crossover,ranking_selection,0,75,72450.0
heuristic_mutation,cycle_crossover,ranking_selection,0,76,72750.0
heuristic_mutation,cycle_crossover,ranking_selection,0,77,73150.0
heuristic_mutation,cycle_crossover,ranking_selection,0,78,73200.0
heuristic_mutation,cycle_crossover,ranking_selection,0,79,73400.0
heuristic_mutation,cycle_crossover,ranking_selection,0,80,73450.0
heuristic_mutation,cycle_crossover,ranking_selection,0,81,73450.0
heuristic_mutation,cycle_crossover,ranking_selection,0,82,73450.0
heuristic_mutation,cycle_crossover,ranking_selection,0,83,73700.0
heuristic_mutation,cycle_crossover,ranking_selection,0,84,73950.0
heuristic_mutation,cycle_crossover,ranking_selection,0,85,73950.0
heuristic_mutation,cycle_crossover,ranking_selection,0,86,74200.0
heuristic_mutation,cycle_crossover,ranking_selection,0,87,74350.0
heuristic_mutation,cycle_crossover,ranking_selection,0,88,74400.0
heuristic_mutation,cycle_crossover,ranking_selection,0,89,74400.0
heuristic_mutation,cycle_crossover,ranking_selection,0,90,74400.0
heuristic_mutation,cycle_crossover,ranking_selection,0,91,74400.0
heuristic_mutation,cycle_crossover,ranking_selection,0,92,74500.0
heuristic_mutation,cycle_crossover,ranking_selection,0,93,74550.0
heuristic_mutation,cycle_crossover,ranking_selection,0,94,74800.0
heuristic_mutation,cycle_crossover,ranking_selection,0,95,74900.0
heuristic_mutation,cycle_crossover,ranking_selection,0,96,75050.0
heuristic_mutation,cycle_crossover,ranking_selection,0,97,75050.0
heuristic_mutation,cycle_crossover,ranking_selection,0,98,75150.0
heuristic_mutation,cycle_crossover,ranking_selection,0,99,75150.0
heuristic_mutation,cycle_crossover,ranking_selection,0,100,75300.0
heuristic_mutation,cycle_crossover,ranking_selection,1,1,23700.0
heuristic_mutation,cycle_crossover,ranking_selection,1,2,25250.0
heuristic_mutation,cycle_crossover,ranking_selection,1,3,26450.0
heuristic_mutation,cycle_crossover,ranking_selection,1,4,28100.0
heuristic_mutation,cycle_crossover,ranking_selection,1,5,29000.0
heuristic_mutation,cycle_crossover,ranking_selection,1,6,30850.0
heuristic_mutation,cycle_crossover,ranking_selection,1,7,32300.0
heuristic_mutation,cycle_crossover,ranking_selection,1,8,33100.0
heuristic_mutation,cycle_crossover,ranking_selection,1,9,34000.0
heuristic_mutation,cycle_crossover,ranking_selection,1,10,34800.0
heuristic_mutation,cycle_crossover,ranking_selection,1,11,36550.0
heuristic_mutation,cycle_crossover,ranking_selection,1,12,37150.0
heuristic_mutation,cycle_crossover,ranking_selection,1,13,38150.0
heuristic_mutation,cycle_crossover,ranking_selection,1,14,40150.0
heuristic_mutation,cycle_crossover,ranking_selection,1,15,41050.0
heuristic_mutation,cycle_crossover,ranking_selection,1,16,42250.0
heuristic_mutation,cycle_crossover,ranking_selection,1,17,42850.0
heuristic_mutation,cycle_crossover,ranking_selection,1,18,44250.0
heuristic_mutation,cycle_crossover,ranking_selection,1,19,44850.0
heuristic_mutation,cycle_crossover,ranking_selection,1,20,45700.0
heuristic_mutation,cycle_crossover,ranking_selection,1,21,46900.0
heuristic_mutation,cycle_crossover,ranking_selection,1,22,47850.0
heuristic_mutation,cycle_crossover,ranking_selection,1,23,48650.0
heuristic_mutation,cycle_crossover,ranking_selection,1,24,49900.0
heuristic_mutation,cycle_crossover,ranking_selection,1,25,51100.0
heuristic_mutation,cycle_crossover,ranking_selection,1,26,51900.0
heuristic_mutation,cycle_crossover,ranking_selection,1,27,52850.0
heuristic_mutation,cycle_crossover,ranking_selection,1,28,53750.0
heuristic_mutation,cycle_crossover,ranking_selection,1,29,54150.0
heuristic_mutation,cycle_crossover,ranking_selection,1,30,55000.0
heuristic_mutation,cycle_crossover,ranking_selection,1,31,56000.0
heuristic_mutation,cycle_crossover,ranking_selection,1,32,56800.0
heuristic_mutation,cycle_crossover,ranking_selection,1,33,58100.0
heuristic_mutation,cycle_crossover,ranking_selection,1,34,58700.0
heuristic_mutation,cycle_crossover,ranking_selection,1,35,59250.0
heuristic_mutation,cycle_crossover,ranking_selection,1,36,59750.0
heuristic_mutation,cycle_crossover,ranking_selection,1,37,60100.0
heuristic_mutation,cycle_crossover,ranking_selection,1,38,60950.0
heuristic_mutation,cycle_crossover,ranking_selection,1,39,61450.0
heuristic_mutation,cycle_crossover,ranking_selection,1,40,62000.0
heuristic_mutation,cycle_crossover,ranking_selection,1,41,63250.0
heuristic_mutation,cycle_crossover,ranking_selection,1,42,63450.0
heuristic_mutation,cycle_crossover,ranking_selection,1,43,64300.0
heuristic_mutation,cycle_crossover,ranking_selection,1,44,64550.0
heuristic_mutation,cycle_crossover,ranking_selection,1,45,64750.0
heuristic_mutation,cycle_crossover,ranking_selection,1,46,65850.0
heuristic_mutation,cycle_crossover,ranking_selection,1,47,65850.0
heuristic_mutation,cycle_crossover,ranking_selection,1,48,66250.0
heuristic_mutation,cycle_crossover,ranking_selection,1,49,67200.0
heuristic_mutation,cycle_crossover,ranking_selection,1,50,67950.0
heuristic_mutation,cycle_crossover,ranking_selection,1,51,68100.0
heuristic_mutation,cycle_crossover,ranking_selection,1,52,68300.0
heuristic_mutation,cycle_crossover,ranking_selection,1,53,68650.0
heuristic_mutation,cycle_crossover,ranking_selection,1,54,69200.0
heuristic_mutation,cycle_crossover,ranking_selection,1,55,69300.0
heuristic_mutation,cycle_crossover,ranking_selection,1,56,69450.0
heuristic_mutation,cycle_crossover,ranking_selection,1,57,69600.0
heuristic_mutation,cycle_crossover,ranking_selection,1,58,70700.0
heuristic_mutation,cycle_crossover,ranking_selection,1,59,71100.0
heuristic_mutation,cycle_crossover,ranking_selection,1,60,71600.0
heuristic_mutation,cycle_crossover,ranking_selection,1,61,71850.0
heuristic_mutation,cycle_crossover,ranking_selection,1,62,72150.0
heuristic_mutation,cycle_crossover,ranking_selection,1,63,72250.0
heuristic_mutation,cycle_crossover,ranking_selection,1,64,72550.0
